#,Name,Type,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Type 1,Type 2
648,Meloetta Pirouette Forme,Normal Fighting,600,100,128,90,77,77,128,Normal,Fighting
649,Genesect,Bug Steel,600,71,120,95,120,95,99,Bug,Steel
650,Chespin,Grass,313,56,61,65,48,45,38,Grass,
651,Quilladin,Grass,405,61,78,95,56,58,57,Grass,
652,Chesnaught,Grass Fighting,530,88,107,122,74,75,64,Grass,Fighting
653,Fennekin,Fire,307,40,45,40,62,60,60,Fire,
654,Braixen,Fire,409,59,59,58,90,70,73,Fire,
655,Delphox,Fire Psychic,534,75,69,72,114,100,104,Fire,Psychic
656,Froakie,Water,314,41,56,40,62,44,71,Water,
657,Frogadier,Water,405,54,63,52,83,56,97,Water,
658,Greninja,Water Dark,530,72,95,67,103,71,122,Water,Dark
658,Greninja Ash-Greninja,Water Dark,640,72,145,67,153,71,132,Water,Dark
659,Bunnelby,Normal,237,38,36,38,32,36,57,Normal,
660,Diggersby,Normal Ground,423,85,56,77,50,77,78,Normal,Ground
661,Fletchling,Normal Flying,278,45,50,43,40,38,62,Normal,Flying
662,Fletchinder,Fire Flying,382,62,73,55,56,52,84,Fire,Flying
663,Talonflame,Fire Flying,499,78,81,71,74,69,126,Fire,Flying
664,Scatterbug,Bug,200,38,35,40,27,25,35,Bug,
665,Spewpa,Bug,213,45,22,60,27,30,29,Bug,
666,Vivillon,Bug Flying,411,80,52,50,90,50,89,Bug,Flying
667,Litleo,Fire Normal,369,62,50,58,73,54,72,Fire,Normal
668,Pyroar,Fire Normal,507,86,68,72,109,66,106,Fire,Normal
669,Flabébé,Fairy,303,44,38,39,61,79,42,Fairy,
670,Floette,Fairy,371,54,45,47,75,98,52,Fairy,
671,Florges,Fairy,552,78,65,68,112,154,75,Fairy,
672,Skiddo,Grass,350,66,65,48,62,57,52,Grass,
673,Gogoat,Grass,531,123,100,62,97,81,68,Grass,
674,Pancham,Fighting,348,67,82,62,46,48,43,Fighting,
675,Pangoro,Fighting Dark,495,95,124,78,69,71,58,Fighting,Dark
676,Furfrou,Normal,472,75,80,60,65,90,102,Normal,
677,Espurr,Psychic,355,62,48,54,63,60,68,Psychic,
678,Meowstic Male,Psychic,466,74,48,76,83,81,104,Psychic,
678,Meowstic Female,Psychic,466,74,48,76,83,81,104,Psychic,
679,Honedge,Steel Ghost,325,45,80,100,35,37,28,Steel,Ghost
680,Doublade,Steel Ghost,448,59,110,150,45,49,35,Steel,Ghost
681,Aegislash Shield Forme,Steel Ghost,500,60,50,140,50,140,60,Steel,Ghost
681,Aegislash Blade Forme,Steel Ghost,500,60,140,50,140,50,60,Steel,Ghost
682,Spritzee,Fairy,341,78,52,60,63,65,23,Fairy,
683,Aromatisse,Fairy,462,101,72,72,99,89,29,Fairy,
684,Swirlix,Fairy,341,62,48,66,59,57,49,Fairy,
685,Slurpuff,Fairy,480,82,80,86,85,75,72,Fairy,
686,Inkay,Dark Psychic,288,53,54,53,37,46,45,Dark,Psychic
687,Malamar,Dark Psychic,482,86,92,88,68,75,73,Dark,Psychic
688,Binacle,Rock Water,306,42,52,67,39,56,50,Rock,Water
689,Barbaracle,Rock Water,500,72,105,115,54,86,68,Rock,Water
690,Skrelp,Poison Water,320,50,60,60,60,60,30,Poison,Water
691,Dragalge,Poison Dragon,494,65,75,90,97,123,44,Poison,Dragon
692,Clauncher,Water,330,50,53,62,58,63,44,Water,
693,Clawitzer,Water,500,71,73,88,120,89,59,Water,
694,Helioptile,Electric Normal,289,44,38,33,61,43,70,Electric,Normal
695,Heliolisk,Electric Normal,481,62,55,52,109,94,109,Electric,Normal
696,Tyrunt,Rock Dragon,362,58,89,77,45,45,48,Rock,Dragon
697,Tyrantrum,Rock Dragon,521,82,121,119,69,59,71,Rock,Dragon
698,Amaura,Rock Ice,362,77,59,50,67,63,46,Rock,Ice
699,Aurorus,Rock Ice,521,123,77,72,99,92,58,Rock,Ice
700,Sylveon,Fairy,525,95,65,65,110,130,60,Fairy,
701,Hawlucha,Fighting Flying,500,78,92,75,74,63,118,Fighting,Flying
702,Dedenne,Electric Fairy,431,67,58,57,81,67,101,Electric,Fairy
703,Carbink,Rock Fairy,500,50,50,150,50,150,50,Rock,Fairy
704,Goomy,Dragon,300,45,50,35,55,75,40,Dragon,
705,Sliggoo,Dragon,452,68,75,53,83,113,60,Dragon,
705,Sliggoo Hisuian Sliggoo,Steel Dragon,452,58,75,83,83,113,40,Steel,Dragon
706,Goodra,Dragon,600,90,100,70,110,150,80,Dragon,
706,Goodra Hisuian Goodra,Steel Dragon,600,80,100,100,110,150,60,Steel,Dragon
707,Klefki,Steel Fairy,470,57,80,91,80,87,75,Steel,Fairy
708,Phantump,Ghost Grass,309,43,70,48,50,60,38,Ghost,Grass
709,Trevenant,Ghost Grass,474,85,110,76,65,82,56,Ghost,Grass
710,Pumpkaboo Average Size,Ghost Grass,335,49,66,70,44,55,51,Ghost,Grass
710,Pumpkaboo Small Size,Ghost Grass,335,44,66,70,44,55,56,Ghost,Grass
710,Pumpkaboo Large Size,Ghost Grass,335,54,66,70,44,55,46,Ghost,Grass
710,Pumpkaboo Super Size,Ghost Grass,335,59,66,70,44,55,41,Ghost,Grass
711,Gourgeist Average Size,Ghost Grass,494,65,90,122,58,75,84,Ghost,Grass
711,Gourgeist Small Size,Ghost Grass,494,55,85,122,58,75,99,Ghost,Grass
711,Gourgeist Large Size,Ghost Grass,494,75,95,122,58,75,69,Ghost,Grass
711,Gourgeist Super Size,Ghost Grass,494,85,100,122,58,75,54,Ghost,Grass
712,Bergmite,Ice,304,55,69,85,32,35,28,Ice,
713,Avalugg,Ice,514,95,117,184,44,46,28,Ice,
713,Avalugg Hisuian Avalugg,Ice Rock,514,95,127,184,34,36,38,Ice,Rock
714,Noibat,Flying Dragon,245,40,30,35,45,40,55,Flying,Dragon
715,Noivern,Flying Dragon,535,85,70,80,97,80,123,Flying,Dragon
716,Xerneas,Fairy,680,126,131,95,131,98,99,Fairy,
717,Yveltal,Dark Flying,680,126,131,95,131,98,99,Dark,Flying
718,Zygarde 50% Forme,Dragon Ground,600,108,100,121,81,95,95,Dragon,Ground
718,Zygarde 10% Forme,Dragon Ground,486,54,100,71,61,85,115,Dragon,Ground
718,Zygarde Complete Forme,Dragon Ground,708,216,100,121,91,95,85,Dragon,Ground
719,Diancie,Rock Fairy,600,50,100,150,100,150,50,Rock,Fairy
719,Diancie Mega Diancie,Rock Fairy,700,50,160,110,160,110,110,Rock,Fairy
720,Hoopa Hoopa Confined,Psychic Ghost,600,80,110,60,150,130,70,Psychic,Ghost
720,Hoopa Hoopa Unbound,Psychic Dark,680,80,160,60,170,130,80,Psychic,Dark
721,Volcanion,Fire Water,600,80,110,120,130,90,70,Fire,Water
722,Rowlet,Grass Flying,320,68,55,55,50,50,42,Grass,Flying
723,Dartrix,Grass Flying,420,78,75,75,70,70,52,Grass,Flying
724,Decidueye,Grass Ghost,530,78,107,75,100,100,70,Grass,Ghost
724,Decidueye Hisuian Decidueye,Grass Fighting,530,88,112,80,95,95,60,Grass,Fighting
725,Litten,Fire,320,45,65,40,60,40,70,Fire,
726,Torracat,Fire,420,65,85,50,80,50,90,Fire,
727,Incineroar,Fire Dark,530,95,115,90,80,90,60,Fire,Dark
728,Popplio,Water,320,50,54,54,66,56,40,Water,
729,Brionne,Water,420,60,69,69,91,81,50,Water,
730,Primarina,Water Fairy,530,80,74,74,126,116,60,Water,Fairy
731,Pikipek,Normal Flying,265,35,75,30,30,30,65,Normal,Flying
732,Trumbeak,Normal Flying,355,55,85,50,40,50,75,Normal,Flying
733,Toucannon,Normal Flying,485,80,120,75,75,75,60,Normal,Flying
734,Yungoos,Normal,253,48,70,30,30,30,45,Normal,
735,Gumshoos,Normal,418,88,110,60,55,60,45,Normal,
736,Grubbin,Bug,300,47,62,45,55,45,46,Bug,
737,Charjabug,Bug Electric,400,57,82,95,55,75,36,Bug,Electric
738,Vikavolt,Bug Electric,500,77,70,90,145,75,43,Bug,Electric
739,Crabrawler,Fighting,338,47,82,57,42,47,63,Fighting,
740,Crabominable,Fighting Ice,478,97,132,77,62,67,43,Fighting,Ice
741,Oricorio Baile Style,Fire Flying,476,75,70,70,98,70,93,Fire,Flying
741,Oricorio Pom-Pom Style,Electric Flying,476,75,70,70,98,70,93,Electric,Flying
741,Oricorio Pa'u Style,Psychic Flying,476,75,70,70,98,70,93,Psychic,Flying
741,Oricorio Sensu Style,Ghost Flying,476,75,70,70,98,70,93,Ghost,Flying
742,Cutiefly,Bug Fairy,304,40,45,40,55,40,84,Bug,Fairy
743,Ribombee,Bug Fairy,464,60,55,60,95,70,124,Bug,Fairy
744,Rockruff,Rock,280,45,65,40,30,40,60,Rock,
744,Rockruff Own Tempo Rockruff,Rock,280,45,65,40,30,40,60,Rock,
745,Lycanroc Midday Form,Rock,487,75,115,65,55,65,112,Rock,
745,Lycanroc Midnight Form,Rock,487,85,115,75,55,75,82,Rock,
745,Lycanroc Dusk Form,Rock,487,75,117,65,55,65,110,Rock,
746,Wishiwashi Solo Form,Water,175,45,20,20,25,25,40,Water,
746,Wishiwashi School Form,Water,620,45,140,130,140,135,30,Water,
747,Mareanie,Poison Water,305,50,53,62,43,52,45,Poison,Water
748,Toxapex,Poison Water,495,50,63,152,53,142,35,Poison,Water
749,Mudbray,Ground,385,70,100,70,45,55,45,Ground,
750,Mudsdale,Ground,500,100,125,100,55,85,35,Ground,
751,Dewpider,Water Bug,269,38,40,52,40,72,27,Water,Bug
752,Araquanid,Water Bug,454,68,70,92,50,132,42,Water,Bug
753,Fomantis,Grass,250,40,55,35,50,35,35,Grass,
754,Lurantis,Grass,480,70,105,90,80,90,45,Grass,
755,Morelull,Grass Fairy,285,40,35,55,65,75,15,Grass,Fairy
756,Shiinotic,Grass Fairy,405,60,45,80,90,100,30,Grass,Fairy
757,Salandit,Poison Fire,320,48,44,40,71,40,77,Poison,Fire
758,Salazzle,Poison Fire,480,68,64,60,111,60,117,Poison,Fire
759,Stufful,Normal Fighting,340,70,75,50,45,50,50,Normal,Fighting
760,Bewear,Normal Fighting,500,120,125,80,55,60,60,Normal,Fighting
761,Bounsweet,Grass,210,42,30,38,30,38,32,Grass,
762,Steenee,Grass,290,52,40,48,40,48,62,Grass,
763,Tsareena,Grass,510,72,120,98,50,98,72,Grass,
764,Comfey,Fairy,485,51,52,90,82,110,100,Fairy,
765,Oranguru,Normal Psychic,490,90,60,80,90,110,60,Normal,Psychic
766,Passimian,Fighting,490,100,120,90,40,60,80,Fighting,
767,Wimpod,Bug Water,230,25,35,40,20,30,80,Bug,Water
768,Golisopod,Bug Water,530,75,125,140,60,90,40,Bug,Water
769,Sandygast,Ghost Ground,320,55,55,80,70,45,15,Ghost,Ground
770,Palossand,Ghost Ground,480,85,75,110,100,75,35,Ghost,Ground
771,Pyukumuku,Water,410,55,60,130,30,130,5,Water,
772,Type: Null,Normal,534,95,95,95,95,95,59,Normal,
773,Silvally,Normal,570,95,95,95,95,95,95,Normal,
774,Minior Meteor Form,Rock Flying,440,60,60,100,60,100,60,Rock,Flying
774,Minior Core Form,Rock Flying,500,60,100,60,100,60,120,Rock,Flying
775,Komala,Normal,480,65,115,65,75,95,65,Normal,
776,Turtonator,Fire Dragon,485,60,78,135,91,85,36,Fire,Dragon
777,Togedemaru,Electric Steel,435,65,98,63,40,73,96,Electric,Steel
778,Mimikyu,Ghost Fairy,476,55,90,80,50,105,96,Ghost,Fairy
779,Bruxish,Water Psychic,475,68,105,70,70,70,92,Water,Psychic
780,Drampa,Normal Dragon,485,78,60,85,135,91,36,Normal,Dragon
781,Dhelmise,Ghost Grass,517,70,131,100,86,90,40,Ghost,Grass
782,Jangmo-o,Dragon,300,45,55,65,45,45,45,Dragon,
783,Hakamo-o,Dragon Fighting,420,55,75,90,65,70,65,Dragon,Fighting
784,Kommo-o,Dragon Fighting,600,75,110,125,100,105,85,Dragon,Fighting
785,Tapu Koko,Electric Fairy,570,70,115,85,95,75,130,Electric,Fairy
786,Tapu Lele,Psychic Fairy,570,70,85,75,130,115,95,Psychic,Fairy
787,Tapu Bulu,Grass Fairy,570,70,130,115,85,95,75,Grass,Fairy
788,Tapu Fini,Water Fairy,570,70,75,115,95,130,85,Water,Fairy
789,Cosmog,Psychic,200,43,29,31,29,31,37,Psychic,
790,Cosmoem,Psychic,400,43,29,131,29,131,37,Psychic,
791,Solgaleo,Psychic Steel,680,137,137,107,113,89,97,Psychic,Steel
792,Lunala,Psychic Ghost,680,137,113,89,137,107,97,Psychic,Ghost
793,Nihilego,Rock Poison,570,109,53,47,127,131,103,Rock,Poison
794,Buzzwole,Bug Fighting,570,107,139,139,53,53,79,Bug,Fighting
795,Pheromosa,Bug Fighting,570,71,137,37,137,37,151,Bug,Fighting
796,Xurkitree,Electric,570,83,89,71,173,71,83,Electric,
797,Celesteela,Steel Flying,570,97,101,103,107,101,61,Steel,Flying
798,Kartana,Grass Steel,570,59,181,131,59,31,109,Grass,Steel
799,Guzzlord,Dark Dragon,570,223,101,53,97,53,43,Dark,Dragon
800,Necrozma,Psychic,600,97,107,101,127,89,79,Psychic,
800,Necrozma Dusk Mane Necrozma,Psychic Steel,680,97,157,127,113,109,77,Psychic,Steel
800,Necrozma Dawn Wings Necrozma,Psychic Ghost,680,97,113,109,157,127,77,Psychic,Ghost
800,Necrozma Ultra Necrozma,Psychic Dragon,754,97,167,97,167,97,129,Psychic,Dragon
801,Magearna,Steel Fairy,600,80,95,115,130,115,65,Steel,Fairy
802,Marshadow,Fighting Ghost,600,90,125,80,90,90,125,Fighting,Ghost
803,Poipole,Poison,420,67,73,67,73,67,73,Poison,
804,Naganadel,Poison Dragon,540,73,73,73,127,73,121,Poison,Dragon
805,Stakataka,Rock Steel,570,61,131,211,53,101,13,Rock,Steel
806,Blacephalon,Fire Ghost,570,53,127,53,151,79,107,Fire,Ghost
807,Zeraora,Electric,600,88,112,75,102,80,143,Electric,
808,Meltan,Steel,300,46,65,65,55,35,34,Steel,
809,Melmetal,Steel,600,135,143,143,80,65,34,Steel,
810,Grookey,Grass,310,50,65,50,40,40,65,Grass,
811,Thwackey,Grass,420,70,85,70,55,60,80,Grass,
812,Rillaboom,Grass,530,100,125,90,60,70,85,Grass,
813,Scorbunny,Fire,310,50,71,40,40,40,69,Fire,
814,Raboot,Fire,420,65,86,60,55,60,94,Fire,
815,Cinderace,Fire,530,80,116,75,65,75,119,Fire,
816,Sobble,Water,310,50,40,40,70,40,70,Water,
817,Drizzile,Water,420,65,60,55,95,55,90,Water,
818,Inteleon,Water,530,70,85,65,125,65,120,Water,
819,Skwovet,Normal,275,70,55,55,35,35,25,Normal,
820,Greedent,Normal,460,120,95,95,55,75,20,Normal,
821,Rookidee,Flying,245,38,47,35,33,35,57,Flying,
822,Corvisquire,Flying,365,68,67,55,43,55,77,Flying,
823,Corviknight,Flying Steel,495,98,87,105,53,85,67,Flying,Steel
824,Blipbug,Bug,180,25,20,20,25,45,45,Bug,
825,Dottler,Bug Psychic,335,50,35,80,50,90,30,Bug,Psychic
826,Orbeetle,Bug Psychic,505,60,45,110,80,120,90,Bug,Psychic
827,Nickit,Dark,245,40,28,28,47,52,50,Dark,
828,Thievul,Dark,455,70,58,58,87,92,90,Dark,
829,Gossifleur,Grass,250,40,40,60,40,60,10,Grass,
830,Eldegoss,Grass,460,60,50,90,80,120,60,Grass,
831,Wooloo,Normal,270,42,40,55,40,45,48,Normal,
832,Dubwool,Normal,490,72,80,100,60,90,88,Normal,
833,Chewtle,Water,284,50,64,50,38,38,44,Water,
834,Drednaw,Water Rock,485,90,115,90,48,68,74,Water,Rock
835,Yamper,Electric,270,59,45,50,40,50,26,Electric,
836,Boltund,Electric,490,69,90,60,90,60,121,Electric,
837,Rolycoly,Rock,240,30,40,50,40,50,30,Rock,
838,Carkol,Rock Fire,410,80,60,90,60,70,50,Rock,Fire
839,Coalossal,Rock Fire,510,110,80,120,80,90,30,Rock,Fire
840,Applin,Grass Dragon,260,40,40,80,40,40,20,Grass,Dragon
841,Flapple,Grass Dragon,485,70,110,80,95,60,70,Grass,Dragon
842,Appletun,Grass Dragon,485,110,85,80,100,80,30,Grass,Dragon
843,Silicobra,Ground,315,52,57,75,35,50,46,Ground,
844,Sandaconda,Ground,510,72,107,125,65,70,71,Ground,
845,Cramorant,Flying Water,475,70,85,55,85,95,85,Flying,Water
846,Arrokuda,Water,280,41,63,40,40,30,66,Water,
847,Barraskewda,Water,490,61,123,60,60,50,136,Water,
848,Toxel,Electric Poison,242,40,38,35,54,35,40,Electric,Poison
849,Toxtricity Amped Form,Electric Poison,502,75,98,70,114,70,75,Electric,Poison
849,Toxtricity Low Key Form,Electric Poison,502,75,98,70,114,70,75,Electric,Poison
850,Sizzlipede,Fire Bug,305,50,65,45,50,50,45,Fire,Bug
851,Centiskorch,Fire Bug,525,100,115,65,90,90,65,Fire,Bug
852,Clobbopus,Fighting,310,50,68,60,50,50,32,Fighting,
853,Grapploct,Fighting,480,80,118,90,70,80,42,Fighting,
854,Sinistea,Ghost,308,40,45,45,74,54,50,Ghost,
855,Polteageist,Ghost,508,60,65,65,134,114,70,Ghost,
856,Hatenna,Psychic,265,42,30,45,56,53,39,Psychic,
857,Hattrem,Psychic,370,57,40,65,86,73,49,Psychic,
858,Hatterene,Psychic Fairy,510,57,90,95,136,103,29,Psychic,Fairy
859,Impidimp,Dark Fairy,265,45,45,30,55,40,50,Dark,Fairy
860,Morgrem,Dark Fairy,370,65,60,45,75,55,70,Dark,Fairy
861,Grimmsnarl,Dark Fairy,510,95,120,65,95,75,60,Dark,Fairy
862,Obstagoon,Dark Normal,520,93,90,101,60,81,95,Dark,Normal
863,Perrserker,Steel,440,70,110,100,50,60,50,Steel,
864,Cursola,Ghost,510,60,95,50,145,130,30,Ghost,
865,Sirfetch'd,Fighting,507,62,135,95,68,82,65,Fighting,
866,Mr. Rime,Ice Psychic,520,80,85,75,110,100,70,Ice,Psychic
867,Runerigus,Ground Ghost,483,58,95,145,50,105,30,Ground,Ghost
868,Milcery,Fairy,270,45,40,40,50,61,34,Fairy,
869,Alcremie,Fairy,495,65,60,75,110,121,64,Fairy,
870,Falinks,Fighting,470,65,100,100,70,60,75,Fighting,
871,Pincurchin,Electric,435,48,101,95,91,85,15,Electric,
872,Snom,Ice Bug,185,30,25,35,45,30,20,Ice,Bug
873,Frosmoth,Ice Bug,475,70,65,60,125,90,65,Ice,Bug
874,Stonjourner,Rock,470,100,125,135,20,20,70,Rock,
875,Eiscue Ice Face,Ice,470,75,80,110,65,90,50,Ice,
875,Eiscue Noice Face,Ice,470,75,80,70,65,50,130,Ice,
876,Indeedee Male,Psychic Normal,475,60,65,55,105,95,95,Psychic,Normal
876,Indeedee Female,Psychic Normal,475,70,55,65,95,105,85,Psychic,Normal
877,Morpeko Full Belly Mode,Electric Dark,436,58,95,58,70,58,97,Electric,Dark
877,Morpeko Hangry Mode,Electric Dark,436,58,95,58,70,58,97,Electric,Dark
878,Cufant,Steel,330,72,80,49,40,49,40,Steel,
879,Copperajah,Steel,500,122,130,69,80,69,30,Steel,
880,Dracozolt,Electric Dragon,505,90,100,90,80,70,75,Electric,Dragon
881,Arctozolt,Electric Ice,505,90,100,90,90,80,55,Electric,Ice
882,Dracovish,Water Dragon,505,90,90,100,70,80,75,Water,Dragon
883,Arctovish,Water Ice,505,90,90,100,80,90,55,Water,Ice
884,Duraludon,Steel Dragon,535,70,95,115,120,50,85,Steel,Dragon
885,Dreepy,Dragon Ghost,270,28,60,30,40,30,82,Dragon,Ghost
886,Drakloak,Dragon Ghost,410,68,80,50,60,50,102,Dragon,Ghost
887,Dragapult,Dragon Ghost,600,88,120,75,100,75,142,Dragon,Ghost
888,Zacian Hero of Many Battles,Fairy,660,92,120,115,80,115,138,Fairy,
888,Zacian Crowned Sword,Fairy Steel,700,92,150,115,80,115,148,Fairy,Steel
889,Zamazenta Hero of Many Battles,Fighting,660,92,120,115,80,115,138,Fighting,
889,Zamazenta Crowned Shield,Fighting Steel,700,92,120,140,80,140,128,Fighting,Steel
890,Eternatus,Poison Dragon,690,140,85,95,145,95,130,Poison,Dragon
890,Eternatus Eternamax,Poison Dragon,1125,255,115,250,125,250,130,Poison,Dragon
891,Kubfu,Fighting,385,60,90,60,53,50,72,Fighting,
892,Urshifu Single Strike Style,Fighting Dark,550,100,130,100,63,60,97,Fighting,Dark
892,Urshifu Rapid Strike Style,Fighting Water,550,100,130,100,63,60,97,Fighting,Water
893,Zarude,Dark Grass,600,105,120,105,70,95,105,Dark,Grass
894,Regieleki,Electric,580,80,100,50,100,50,200,Electric,
895,Regidrago,Dragon,580,200,100,50,100,50,80,Dragon,
896,Glastrier,Ice,580,100,145,130,65,110,30,Ice,
897,Spectrier,Ghost,580,100,65,60,145,80,130,Ghost,
898,Calyrex,Psychic Grass,500,100,80,80,80,80,80,Psychic,Grass
898,Calyrex Ice Rider,Psychic Ice,680,100,165,150,85,130,50,Psychic,Ice
898,Calyrex Shadow Rider,Psychic Ghost,680,100,85,80,165,100,150,Psychic,Ghost
899,Wyrdeer,Normal Psychic,525,103,105,72,105,75,65,Normal,Psychic
900,Kleavor,Bug Rock,500,70,135,95,45,70,85,Bug,Rock
901,Ursaluna,Ground Normal,550,130,140,105,45,80,50,Ground,Normal
901,Ursaluna Bloodmoon,Ground Normal,555,113,70,120,135,65,52,Ground,Normal
902,Basculegion Male,Water Ghost,530,120,112,65,80,75,78,Water,Ghost
902,Basculegion Female,Water Ghost,530,120,92,65,100,75,78,Water,Ghost
903,Sneasler,Fighting Poison,510,80,130,60,40,80,120,Fighting,Poison
904,Overqwil,Dark Poison,510,85,115,95,65,65,85,Dark,Poison
905,Enamorus Incarnate Forme,Fairy Flying,580,74,115,70,135,80,106,Fairy,Flying
905,Enamorus Therian Forme,Fairy Flying,580,74,115,110,135,100,46,Fairy,Flying
906,Sprigatito,Grass,310,40,61,54,45,45,65,Grass,
907,Floragato,Grass,410,61,80,63,60,63,83,Grass,
908,Meowscarada,Grass Dark,530,76,110,70,81,70,123,Grass,Dark
909,Fuecoco,Fire,310,67,45,59,63,40,36,Fire,
910,Crocalor,Fire,411,81,55,78,90,58,49,Fire,
911,Skeledirge,Fire Ghost,530,104,75,100,110,75,66,Fire,Ghost
912,Quaxly,Water,310,55,65,45,50,45,50,Water,
913,Quaxwell,Water,410,70,85,65,65,60,65,Water,
914,Quaquaval,Water Fighting,530,85,120,80,85,75,85,Water,Fighting
915,Lechonk,Normal,254,54,45,40,35,45,35,Normal,
916,Oinkologne Male,Normal,489,110,100,75,59,80,65,Normal,
916,Oinkologne Female,Normal,489,115,90,70,59,90,65,Normal,
917,Tarountula,Bug,210,35,41,45,29,40,20,Bug,
918,Spidops,Bug,404,60,79,92,52,86,35,Bug,
919,Nymble,Bug,210,33,46,40,21,25,45,Bug,
920,Lokix,Bug Dark,450,71,102,78,52,55,92,Bug,Dark
921,Pawmi,Electric,240,45,50,20,40,25,60,Electric,
922,Pawmo,Electric Fighting,350,60,75,40,50,40,85,Electric,Fighting
923,Pawmot,Electric Fighting,490,70,115,70,70,60,105,Electric,Fighting
924,Tandemaus,Normal,305,50,50,45,40,45,75,Normal,
925,Maushold Family of Four,Normal,470,74,75,70,65,75,111,Normal,
925,Maushold Family of Three,Normal,470,74,75,70,65,75,111,Normal,
926,Fidough,Fairy,312,37,55,70,30,55,65,Fairy,
927,Dachsbun,Fairy,477,57,80,115,50,80,95,Fairy,
928,Smoliv,Grass Normal,260,41,35,45,58,51,30,Grass,Normal
929,Dolliv,Grass Normal,354,52,53,60,78,78,33,Grass,Normal
930,Arboliva,Grass Normal,510,78,69,90,125,109,39,Grass,Normal
931,Squawkabilly Green Plumage,Normal Flying,417,82,96,51,45,51,92,Normal,Flying
931,Squawkabilly Blue Plumage,Normal Flying,417,82,96,51,45,51,92,Normal,Flying
931,Squawkabilly Yellow Plumage,Normal Flying,417,82,96,51,45,51,92,Normal,Flying
931,Squawkabilly White Plumage,Normal Flying,417,82,96,51,45,51,92,Normal,Flying
932,Nacli,Rock,280,55,55,75,35,35,25,Rock,
933,Naclstack,Rock,355,60,60,100,35,65,35,Rock,
934,Garganacl,Rock,500,100,100,130,45,90,35,Rock,
935,Charcadet,Fire,255,40,50,40,50,40,35,Fire,
936,Armarouge,Fire Psychic,525,85,60,100,125,80,75,Fire,Psychic
937,Ceruledge,Fire Ghost,525,75,125,80,60,100,85,Fire,Ghost
938,Tadbulb,Electric,272,61,31,41,59,35,45,Electric,
939,Bellibolt,Electric,495,109,64,91,103,83,45,Electric,
940,Wattrel,Electric Flying,280,40,40,35,55,40,70,Electric,Flying
941,Kilowattrel,Electric Flying,490,70,70,60,105,60,125,Electric,Flying
942,Maschiff,Dark,340,60,78,60,40,51,51,Dark,
943,Mabosstiff,Dark,505,80,120,90,60,70,85,Dark,
944,Shroodle,Poison Normal,290,40,65,35,40,35,75,Poison,Normal
945,Grafaiai,Poison Normal,485,63,95,65,80,72,110,Poison,Normal
946,Bramblin,Grass Ghost,275,40,65,30,45,35,60,Grass,Ghost
947,Brambleghast,Grass Ghost,480,55,115,70,80,70,90,Grass,Ghost
948,Toedscool,Ground Grass,335,40,40,35,50,100,70,Ground,Grass
949,Toedscruel,Ground Grass,515,80,70,65,80,120,100,Ground,Grass
950,Klawf,Rock,450,70,100,115,35,55,75,Rock,
951,Capsakid,Grass,304,50,62,40,62,40,50,Grass,
952,Scovillain,Grass Fire,486,65,108,65,108,65,75,Grass,Fire
953,Rellor,Bug,270,41,50,60,31,58,30,Bug,
954,Rabsca,Bug Psychic,470,75,50,85,115,100,45,Bug,Psychic
955,Flittle,Psychic,255,30,35,30,55,30,75,Psychic,
956,Espathra,Psychic,481,95,60,60,101,60,105,Psychic,
957,Tinkatink,Fairy Steel,297,50,45,45,35,64,58,Fairy,Steel
958,Tinkatuff,Fairy Steel,380,65,55,55,45,82,78,Fairy,Steel
959,Tinkaton,Fairy Steel,506,85,75,77,70,105,94,Fairy,Steel
960,Wiglett,Water,245,10,55,25,35,25,95,Water,
961,Wugtrio,Water,425,35,100,50,50,70,120,Water,
962,Bombirdier,Flying Dark,485,70,103,85,60,85,82,Flying,Dark
963,Finizen,Water,315,70,45,40,45,40,75,Water,
964,Palafin Zero Form,Water,457,100,70,72,53,62,100,Water,
964,Palafin Hero Form,Water,650,100,160,97,106,87,100,Water,
965,Varoom,Steel Poison,300,45,70,63,30,45,47,Steel,Poison
966,Revavroom,Steel Poison,500,80,119,90,54,67,90,Steel,Poison
967,Cyclizar,Dragon Normal,501,70,95,65,85,65,121,Dragon,Normal
968,Orthworm,Steel,480,70,85,145,60,55,65,Steel,
969,Glimmet,Rock Poison,350,48,35,42,105,60,60,Rock,Poison
970,Glimmora,Rock Poison,525,83,55,90,130,81,86,Rock,Poison
971,Greavard,Ghost,290,50,61,60,30,55,34,Ghost,
972,Houndstone,Ghost,488,72,101,100,50,97,68,Ghost,
973,Flamigo,Flying Fighting,500,82,115,74,75,64,90,Flying,Fighting
974,Cetoddle,Ice,334,108,68,45,30,40,43,Ice,
975,Cetitan,Ice,521,170,113,65,45,55,73,Ice,
976,Veluza,Water Psychic,478,90,102,73,78,65,70,Water,Psychic
977,Dondozo,Water,530,150,100,115,65,65,35,Water,
978,Tatsugiri Curly Form,Dragon Water,475,68,50,60,120,95,82,Dragon,Water
978,Tatsugiri Droopy Form,Dragon Water,475,68,50,60,120,95,82,Dragon,Water
978,Tatsugiri Stretchy Form,Dragon Water,475,68,50,60,120,95,82,Dragon,Water
979,Annihilape,Fighting Ghost,535,110,115,80,50,90,90,Fighting,Ghost
980,Clodsire,Poison Ground,430,130,75,60,45,100,20,Poison,Ground
